system_name,id,staged_system_id,name,profile_name,product_code,dimensions,length_m,sheet_format,length_mm,width_mm,height_mm,thickness_mm,depth_mm,gauge_mm,diameter_mm,roll_m,weight_kg,pieces,volume_ml,weight_g,pack_format,supplier_pack_qty,supplier_pack_uom,supplier_pack_note,bal_rating,uom,image_url,website_url,parser_notes,extracted_at,sort_order,verification_status,reviewer_notes,created_at,updated_at
Moulded Panel Smooth Skin,,,ASC (2340MM),ASC (2340MM),ASC (2340MM),"Standard Door Size: 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,223,pending_review,,,
Moulded Panel Smooth Skin,,,HAY,HAY,HAY,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,224,pending_review,,,
Moulded Panel Smooth Skin,,,HAY-G,HAY-G,HAY-G,"Standard Door Size: 2040x720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,225,pending_review,,,
Flush Honeycomb Core,,,H1,H1,H1,Thickness: 35mm; Typical use: Internal,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""70-71""}",,226,pending_review,,,
Flush Honeycomb X1 Core,,,X1,X1,X1,"Thickness: 35/40mm",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""70-71""}",,227,pending_review,,,
Flush Solicore Core,,,SCX1,SCX1,SCX1,"Thickness: 35/40mm",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""70-71""}",,228,pending_review,,,
Flush Blockboard Core,,,STPC,STPC,STPC,Core: Solid timber pine core,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""70-71""}",,229,pending_review,,,
Flush Premium 6mm Core,,,SG,SG,SG,Core: Maximum Density Honeycomb Core with 6mm skin,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""70-71""}",,230,pending_review,,,
Smartrobe,,,920mm / 4 doors,920mm / 4 doors,920mm 4 doors,Door Width: 920mm; Number of doors: 4; No finger grips unit size: 3660mm; Stud size: 3665mm; Two finger grips per door unit size: 3870mm; Stud size: 3875mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,231,pending_review,,,
Smartrobe,,,920mm / 3 doors,920mm / 3 doors,920mm 3 doors,Door Width: 920mm; Number of doors: 3; No finger grips unit size: 2760mm; Stud size: 2765mm; Two finger grips per door unit size: 2920mm; Stud size: 2925mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,232,pending_review,,,
Smartrobe,,,920mm / 2 doors,920mm / 2 doors,920mm 2 doors,Door Width: 920mm; Number of doors: 2; No finger grips unit size: 1860mm; Stud size: 1865mm; Two finger grips per door unit size: 1970mm; Stud size: 1975mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,233,pending_review,,,
Smartrobe,,,870mm / 4 doors,870mm / 4 doors,870mm 4 doors,Door Width: 870mm; Number of doors: 4; No finger grips unit size: 3460mm; Stud size: 3465mm; Two finger grips per door unit size: 3670mm; Stud size: 3675mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,234,pending_review,,,
Smartrobe,,,870mm / 3 doors,870mm / 3 doors,870mm 3 doors,Door Width: 870mm; Number of doors: 3; No finger grips unit size: 2610mm; Stud size: 2615mm; Two finger grips per door unit size: 2770mm; Stud size: 2775mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,235,pending_review,,,
Smartrobe,,,870mm / 2 doors,870mm / 2 doors,870mm 2 doors,Door Width: 870mm; Number of doors: 2; No finger grips unit size: 1760mm; Stud size: 1765mm; Two finger grips per door unit size: 1870mm; Stud size: 1875mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,236,pending_review,,,
Smartrobe,,,820mm / 4 doors,820mm / 4 doors,820mm 4 doors,Door Width: 820mm; Number of doors: 4; No finger grips unit size: 3260mm; Stud size: 3265mm; Two finger grips per door unit size: 3470mm; Stud size: 3475mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,237,pending_review,,,
Smartrobe,,,820mm / 3 doors,820mm / 3 doors,820mm 3 doors,Door Width: 820mm; Number of doors: 3; No finger grips unit size: 2460mm; Stud size: 2465mm; Two finger grips per door unit size: 2620mm; Stud size: 2625mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,238,pending_review,,,
Smartrobe,,,820mm / 2 doors,820mm / 2 doors,820mm 2 doors,Door Width: 820mm; Number of doors: 2; No finger grips unit size: 1660mm; Stud size: 1665mm; Two finger grips per door unit size: 1770mm; Stud size: 1775mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,239,pending_review,,,
Smartrobe,,,770mm / 4 doors,770mm / 4 doors,770mm 4 doors,Door Width: 770mm; Number of doors: 4; No finger grips unit size: 3060mm; Stud size: 3065mm; Two finger grips per door unit size: 3270mm; Stud size: 3275mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,240,pending_review,,,
Smartrobe,,,770mm / 3 doors,770mm / 3 doors,770mm 3 doors,Door Width: 770mm; Number of doors: 3; No finger grips unit size: 2310mm; Stud size: 2315mm; Two finger grips per door unit size: 2470mm; Stud size: 2475mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,241,pending_review,,,
Smartrobe,,,770mm / 2 doors,770mm / 2 doors,770mm 2 doors,Door Width: 770mm; Number of doors: 2; No finger grips unit size: 1560mm; Stud size: 1565mm; Two finger grips per door unit size: 1670mm; Stud size: 1675mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,242,pending_review,,,
Smartrobe,,,720mm / 4 doors,720mm / 4 doors,720mm 4 doors,Door Width: 720mm; Number of doors: 4; No finger grips unit size: 2860mm; Stud size: 2865mm; Two finger grips per door unit size: 3070mm; Stud size: 3075mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,243,pending_review,,,
Smartrobe,,,720mm / 3 doors,720mm / 3 doors,720mm 3 doors,Door Width: 720mm; Number of doors: 3; No finger grips unit size: 2160mm; Stud size: 2165mm; Two finger grips per door unit size: 2320mm; Stud size: 2325mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,244,pending_review,,,
Smartrobe,,,720mm / 2 doors,720mm / 2 doors,720mm 2 doors,Door Width: 720mm; Number of doors: 2; No finger grips unit size: 1460mm; Stud size: 1465mm; Two finger grips per door unit size: 1570mm; Stud size: 1575mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,245,pending_review,,,
Smartrobe,,,620mm / 4 doors,620mm / 4 doors,620mm 4 doors,Door Width: 620mm; Number of doors: 4; No finger grips unit size: 2460mm; Stud size: 2465mm; Two finger grips per door unit size: 2670mm; Stud size: 2675mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,246,pending_review,,,
Smartrobe,,,620mm / 3 doors,620mm / 3 doors,620mm 3 doors,Door Width: 620mm; Number of doors: 3; No finger grips unit size: 1860mm; Stud size: 1865mm; Two finger grips per door unit size: 2020mm; Stud size: 2025mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,247,pending_review,,,
Smartrobe,,,620mm / 2 doors,620mm / 2 doors,620mm 2 doors,Door Width: 620mm; Number of doors: 2; No finger grips unit size: 1260mm; Stud size: 1265mm; Two finger grips per door unit size: 1370mm; Stud size: 1375mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,248,pending_review,,,
Smartrobe,,,520mm / 4 doors,520mm / 4 doors,520mm 4 doors,Door Width: 520mm; Number of doors: 4; No finger grips unit size: 2060mm; Stud size: 2065mm; Two finger grips per door unit size: 2270mm; Stud size: 2275mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,249,pending_review,,,
Smartrobe,,,520mm / 3 doors,520mm / 3 doors,520mm 3 doors,Door Width: 520mm; Number of doors: 3; No finger grips unit size: 1560mm; Stud size: 1565mm; Two finger grips per door unit size: 1720mm; Stud size: 1725mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,250,pending_review,,,
Smartrobe,,,520mm / 2 doors,520mm / 2 doors,520mm 2 doors,Door Width: 520mm; Number of doors: 2; No finger grips unit size: 1060mm; Stud size: 1065mm; Two finger grips per door unit size: 1170mm; Stud size: 1175mm,,,,,,,,,,,,,,,,,,,,set,,,"{""source_pages"": ""79""}",,251,pending_review,,,
Bi-Fold,,,BF29,BF29,BF29,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,252,pending_review,,,
Bi-Fold,,,BF30,BF30,BF30,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,253,pending_review,,,
Bi-Fold,,,BF35,BF35,BF35,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,254,pending_review,,,
Bi-Fold,,,BF27,BF27,BF27,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,255,pending_review,,,
Bi-Fold,,,BF28,BF28,BF28,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,256,pending_review,,,
Bi-Fold,,,BF6,BF6,BF6,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,257,pending_review,,,
Bi-Fold,,,BF18,BF18,BF18,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,258,pending_review,,,
Bi-Fold,,,BF19,BF19,BF19,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,259,pending_review,,,
Bi-Fold,,,BF34,BF34,BF34,2 Leaf Set or 4 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,260,pending_review,,,
Multi-Fold,,,MF29,MF29,MF29,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,261,pending_review,,,
Multi-Fold,,,MF30,MF30,MF30,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,262,pending_review,,,
Multi-Fold,,,MF35,MF35,MF35,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,263,pending_review,,,
Multi-Fold,,,MF27,MF27,MF27,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,264,pending_review,,,
Multi-Fold,,,MF28,MF28,MF28,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,265,pending_review,,,
Multi-Fold,,,MF6,MF6,MF6,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,266,pending_review,,,
Multi-Fold,,,MF18,MF18,MF18,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,267,pending_review,,,
Multi-Fold,,,MF19,MF19,MF19,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,268,pending_review,,,
Multi-Fold,,,MF34,MF34,MF34,4 Leaf / 6 Leaf / 8 Leaf Set,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""80-81""}",,269,pending_review,,,
Prehung,,,Single Door Jamb Set,Single Door Jamb Set,Single Door Jamb Set,Suits any Internal Door; can be supplied 870mm or wider,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""82""}",,270,pending_review,,,
Prehung,,,Double Door Jamb Set,Double Door Jamb Set,Double Door Jamb Set,Suits any Internal Door,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""82""}",,271,pending_review,,,
Prehung,,,Three Door Jamb Set,Three Door Jamb Set,Three Door Jamb Set,Suits any Internal Door,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""82""}",,272,pending_review,,,
Prehung,,,Four Door Jamb Set,Four Door Jamb Set,Four Door Jamb Set,Suits any Internal Door,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""82""}",,273,pending_review,,,
Timber Mouldings Profiles,,,SILKTRIM®,SILKTRIM®,SILKTRIM®,Timber catalogues and timber profiles referenced by QR code,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""83""}",,274,pending_review,,,
Timber Mouldings Profiles,,,Pinetrim Plus® - Primed,Pinetrim Plus® - Primed,Pinetrim Plus® - Primed,Timber catalogues and timber profiles referenced by QR code,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""83""}",,275,pending_review,,,
Timber Mouldings Profiles,,,Pinetrim XT® H3 L.O.S.P. Primed Treated Pine,Pinetrim XT® H3 L.O.S.P. Primed Treated Pine,Pinetrim XT® H3 L.O.S.P. Primed Treated Pine,Timber catalogues and timber profiles referenced by QR code,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""83""}",,276,pending_review,,,
Timber Mouldings Profiles,,,MERANTI,MERANTI,MERANTI,Timber catalogues and timber profiles referenced by QR code,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""83""}",,277,pending_review,,,
Fire Doors,,,TVC Firecore 1 hour,TVC Firecore 1 hour,TVC Firecore 1 hour,"TVC Firecore; fire rating: 1 hour",,,,,,,,,,,,,,,,,,,1 hour,ea,,,"{""source_pages"": ""85""}",,278,pending_review,,,
Fire Doors,,,TVC Firecore 2 hour,TVC Firecore 2 hour,TVC Firecore 2 hour,"TVC Firecore; fire rating: 2 hour",,,,,,,,,,,,,,,,,,,2 hour,ea,,,"{""source_pages"": ""85""}",,279,pending_review,,,
Fire Doors,,,TVC Firecore 3 hour,TVC Firecore 3 hour,TVC Firecore 3 hour,"TVC Firecore; fire rating: 3 hour",,,,,,,,,,,,,,,,,,,3 hour,ea,,,"{""source_pages"": ""85""}",,280,pending_review,,,
Fire Doors,,,TVC Firecore 4 hour,TVC Firecore 4 hour,TVC Firecore 4 hour,"TVC Firecore; fire rating: 4 hour",,,,,,,,,,,,,,,,,,,4 hour,ea,,,"{""source_pages"": ""85""}",,281,pending_review,,,
